sample_id,group_id,PC_CP_1,PC_CP_2,PC_CP_3,PC_CP_4,PC_CP_5
Plate01_2012-06-11_541,gi-766,8.557718827865507,3.1126338755092324,0.4301030909913404,-1.4064487900959135,-6.23544134752141
Plate01_2012-06-11_542,gi-766,-3.3892496029759336,1.9716333515637223,0.5749378040339871,0.8591836259215636,0.3955609495368235
Plate01_2012-06-11_543,gi-766,-1.3969130368531943,-6.723196380066353,4.284186884457736,0.9528890157852008,1.7228026389166669
Plate01_2012-06-11_544,gi-766,8.942840149853483,-1.636391489048686,0.2994894948253368,-3.4685513120546907,1.9074883393462687
Plate01_2012-06-11_545,gi-766,6.687356395954808,-1.246896528407792,3.2766582018024044,-1.1372900043682208,1.7772099114346556
Plate01_2012-06-11_285,gi-780,-2.033732740119288,-7.92026563364633,4.608567264144882,-0.9751454484724038,0.6850236108556581
Plate01_2012-06-11_286,gi-780,-0.335120053748249,-9.006787702340855,3.2303627509677755,-0.7511744881350764,-0.14105541879818026
Plate01_2012-06-11_287,gi-780,-8.929656953889559,-3.9265057057629833,3.8266919224839215,-4.2787913291420825,0.2384878259107676
Plate01_2012-06-11_288,gi-780,20.49033779906912,-5.491934778432429,-14.409990777326335,-6.008016959039452,3.2134282632073408
Plate01_2012-06-11_289,gi-780,-5.538228472350304,10.075055530782373,6.2301660970051325,9.16358230059597,7.289903249513133
Plate01_2012-06-11_290,gi-780,1.6318437618651982,2.596704991808486,-3.764286173341233,5.9761621590918335,-2.3267289007834058
Plate01_2012-06-11_291,gi-780,-0.0762422793426609,-2.176785814636258,3.1445570496983395,2.9713059625430285,-3.5529556325644536
Plate01_2012-06-11_292,gi-780,19.796430748489,-9.301660610615917,-10.912132714676687,-7.071755106771192,9.240839398520174
Plate01_2012-06-11_293,gi-780,2.880937183489581,-0.4403329637675492,0.3775189883429964,0.2485053137718045,-1.6546633584267645
Plate01_2012-06-11_294,gi-780,-1.222023241804228,-1.3755712960422843,2.1835465677969146,-0.4806816483985842,-1.1873247570840906
Plate01_2012-06-11_295,gi-780,-1.7940228106393028,-0.6521456705379421,2.0026834774482443,-1.8251878891596804,-1.3176681069112894
Plate01_2012-06-11_296,gi-780,-3.9034982837630334,-0.8475534943251117,4.545021491967555,-3.896174203647658,-2.3318614910408857
Plate01_2012-06-11_297,gi-780,-8.128869757070184,2.1461237138976204,-1.2374887543737705,4.864616138015972,1.9428631832427865
Plate01_2012-06-11_298,gi-780,-4.875967226962068,-0.12460237073235116,0.8285403599633648,-4.034633354780151,-2.1711818041348327
Plate01_2012-06-11_299,gi-780,-7.862376714533488,1.5025040589690957,3.573674701609668,-2.368196762596844,-2.460303138238622
Plate01_2012-06-11_300,gi-780,-3.2931433486962067,-0.049164677201675534,-2.0144685993032785,-7.374085624836825,1.1650670872618425
Plate01_2012-06-11_301,gi-780,-0.551465935195614,-1.8792084661244768,0.9566773587772228,-1.0385534622277994,-1.8742420674420075
Plate01_2012-06-11_302,gi-780,4.207784236381632,2.5188672778496732,-0.3750604844761665,0.6779190572637014,-3.801641636104143
Plate01_2012-06-11_303,gi-780,-2.599148866484952,-7.406475893423352,-0.7106655520046256,3.659913910330665,0.12731873907930294
Plate01_2012-06-11_304,gi-780,-1.0750175757551432,-2.504123399788209,1.4990224090535529,-4.352014335177777,1.2778810443103956
Plate01_2012-06-11_305,gi-780,2.5103130820662583,-2.176100900812835,-4.051416789410072,2.8124939516680945,-1.8402767717281845
Plate01_2012-06-11_306,gi-780,8.751392202259971,-5.908326759766028,-3.1644297568157382,3.9496587333042745,-0.3922879593962872
Plate01_2012-06-11_307,gi-780,3.069296351882235,0.9780559623353872,-3.5785508054678052,4.56133269824588,-4.575590973133819
Plate01_2012-06-11_308,gi-780,-6.776773325398607,-5.588938482665836,0.34254310457137505,1.252448685142123,2.518438657184665
Plate01_2012-06-11_309,gi-780,11.060926013592349,6.675633083633469,-5.541873337976583,1.2964002170386009,-5.424592405093748
Plate01_2012-06-11_310,gi-780,-0.8604229051026775,-1.2242409867884767,-0.6902291194010488,-1.9897316904467324,-1.0278963429632644
Plate01_2012-06-11_517,gi-780,-3.9632051838221822,2.056357293517488,-12.726582896931767,-2.3036976997809235,1.706013014327865
Plate01_2012-06-11_518,gi-780,-1.486068615204902,-10.447709428186997,4.171766041105326,0.7479511879052899,1.5140305976094357
Plate01_2012-06-11_520,gi-780,-1.7688749439970348,-5.527501005649986,4.630588510165512,-0.5735601540043623,0.5919573499163835
Plate01_2012-06-11_521,gi-780,-3.569906847286432,-0.3516535461018483,3.6099855664712632,3.985655475680642,0.008712023568079586
Plate01_2012-06-11_522,gi-780,-7.411310549033746,-7.545669927217482,2.3209476722073967,2.0850218467488038,0.2667836977821434
Plate01_2012-06-11_523,gi-780,21.205941114364727,-3.288385487785465,1.0310360412590882,-0.1340904967963143,6.282372023682238
Plate01_2012-06-11_524,gi-780,18.278451934402106,-5.681713609194349,2.1031134784351067,4.1866321333894785,3.5362473456091186
Plate01_2012-06-11_525,gi-780,2.636648506031029,7.569312468803754,-1.905097266433002,-1.4059584896067199,-1.7875086522434398
Plate01_2012-06-11_526,gi-780,2.9155643464309486,-3.2769134152625066,-0.22156257075818925,-0.1232036769961919,-2.878175836713872
Plate01_2012-06-11_527,gi-780,-9.31600869049314,-3.119906218232272,1.2666742350886648,2.547792074748386,1.25005290306808
Plate01_2012-06-11_528,gi-780,-2.8227775577359813,1.5457701685857743,3.968589542804063,-0.037025866232528716,-1.4437371232924752
Plate01_2012-06-11_529,gi-780,-1.6286084394880889,-0.06364604382120129,-10.620487051382815,-2.7987835595627995,0.5267731706433776
Plate01_2012-06-11_530,gi-780,-9.710460251044033,6.0744464108007294,-16.544035765920505,-0.897260554298701,2.194081794027241
Plate01_2012-06-11_531,gi-780,-3.3168930706075144,0.8936790345628585,1.9422007213156327,2.14863189161066,-2.3209385586668225
Plate01_2012-06-11_532,gi-780,6.7486867434404685,-5.195175352941903,-2.3830329035773103,2.4965914205730577,-1.2762941354315738
Plate01_2012-06-11_533,gi-780,13.553774841897392,2.9952996705712893,-1.0592570478974035,-2.8827745908437183,-1.0733716295295692
Plate01_2012-06-11_534,gi-780,10.752765879282194,5.324582603789719,-0.2346166703016973,-4.2965559769815895,-1.2662149110896717
Plate01_2012-06-11_535,gi-780,-4.195978854015577,1.7392727516688151,-13.43233526899152,-1.2489828255261757,0.18026074677221327
Plate01_2012-06-11_536,gi-780,12.168255069845095,-7.192433311820103,-9.190169553135727,-6.105803545369017,4.032021674516031
Plate01_2012-06-11_769,gi-782,4.667691926952507,3.102168738533848,6.196592111448152,-5.156505608140355,1.1525562071142268
Plate01_2012-06-11_770,gi-782,20.539861368043553,-9.507047540221178,-4.041190040382036,-5.955598482291938,9.854806787027627
Plate01_2012-06-11_771,gi-782,3.470916798055734,-2.918857482589147,-4.476631665880472,-5.2359803232739495,2.0835988189910166
Plate01_2012-06-11_772,gi-782,13.874845992653649,-9.453323103532536,-17.544156185705738,0.13745508881995405,0.6076300907843447
Plate01_2012-06-11_773,gi-782,15.760521467517435,-2.057702523164405,-4.189545097482238,-6.595082413142121,6.008129012204977
Plate01_2012-06-11_774,gi-782,0.4658558382547623,-12.300568227573464,-5.710651093042446,-1.4838489011129616,3.8067451013546387
Plate01_2012-06-11_775,gi-782,4.422119992941286,-1.0221337916747189,-0.20067921817832304,-3.7300789700837793,-0.959872874125581
Plate01_2012-06-11_776,gi-782,0.1262633671145055,-0.6068332660767399,-13.871651578652743,-2.1767307754415706,0.9936872737903673
Plate01_2012-06-11_957,gi-782,1.3986483820741185,7.963768113421787,0.7620946922878779,1.2574424223916547,-4.078515042530613
Plate01_2012-06-11_959,gi-782,13.195188898789349,-7.1940208622120885,-6.441408687203487,-8.677151483513429,6.689731240467057
Plate01_2012-06-11_960,gi-782,2.6591105626088005,-6.4937656074139865,-3.2466827052317626,2.821669487266463,1.0861823830158377
Plate01_2012-06-11_961,gi-782,10.846233208599974,11.223275671996332,-9.183380631609706,2.649877459895549,3.2269291554195805
Plate01_2012-06-11_1111,gi-782,-13.04350947568128,8.884754487352934,-16.895539203125736,-0.8154840985618531,3.7429552104828807
Plate01_2012-06-11_1112,gi-782,2.969420046660081,-1.1272742354730323,-18.354180233334397,0.6609799413094452,1.7158679311946656
Plate01_2012-06-11_1113,gi-782,11.835776102487069,-7.342812204785579,-4.945370728924568,-7.857372527317227,4.392499846010919
Plate01_2012-06-11_1114,gi-782,-14.873171969627204,9.983131641231699,-18.225736839122245,-1.4826806959879926,4.4781029765362526
Plate01_2012-06-11_1115,gi-782,6.1437245253306925,-3.8501268405094073,-10.955753148918133,-3.7035818639664377,2.2927197599524125
Plate01_2012-06-11_932,gi-795,-7.10439938333918,-6.731211593447063,4.356783227802282,-0.5890698042860079,-0.1887321795122103
Plate01_2012-06-11_933,gi-795,-0.9866957544892796,-0.4513465406723448,3.2387853977972103,-4.842632263665267,-0.4044133531910355
Plate01_2012-06-11_934,gi-795,-5.207044882693176,-9.461301541693343,2.8714619178363012,0.3647618676048438,0.7080696838282802
Plate01_2012-06-11_935,gi-795,-1.8118961554720208,-0.2931801003669593,-0.5094791170590953,1.0219614214598838,-1.4621898719042323
Plate01_2012-06-11_936,gi-795,-1.4014500271158594,-2.258682659838549,4.823333779147569,-4.160096338644272,-2.1330630212960635
Plate01_2012-06-11_937,gi-795,10.588356363712926,3.4343460549006632,-2.681654680066374,1.1064478293607938,-4.354233303819559
Plate01_2012-06-11_938,gi-795,8.856961711736172,-1.4418540237266142,-2.478314423110259,2.436073753958849,-0.9142507806240237
Plate01_2012-06-11_939,gi-795,-5.9838355986598275,0.34244901223010704,4.914361879559851,-3.9650058570230784,-2.0092916330365207
Plate01_2012-06-11_940,gi-795,-3.046692552019475,-1.960244406225664,8.391375913765383,-3.2234423336886486,5.324204340285605
Plate01_2012-06-11_941,gi-795,0.1851833893381882,-11.070391729778454,3.2222205502607406,1.431490937688607,1.9184083441798463
Plate01_2012-06-11_942,gi-795,-3.372298343894568,-0.27765544508269185,2.202965198116757,-0.9502064136628432,-1.9518993708946968
Plate01_2012-06-11_943,gi-795,-3.5273400286114085,2.8859675312313486,7.590724056408693,-8.149718457133448,7.783663664695673
Plate01_2012-06-11_944,gi-795,1.1610275521897864,-0.9512067219100848,2.2555646230124644,-1.164297082188564,-2.565922198258724
Plate01_2012-06-11_945,gi-795,31.81662815856751,11.087896203252988,2.167224307647506,-0.6991502852193121,15.290378161625929
Plate01_2012-06-11_946,gi-795,-3.415602255583281,8.74455063347778,4.6667189605348565,-0.9642009579051136,1.7227748681664858
Plate01_2012-06-11_947,gi-795,-5.052014746542474,-7.8430919841712425,2.6404127938565747,-0.6766409773471744,-0.1983331591035402
Plate01_2012-06-11_948,gi-795,-0.9116250511170626,-4.619696627020003,4.153845038841752,1.1493702664559966,2.268399659235035
Plate01_2012-06-11_949,gi-795,-2.8969323164327347,-9.6806644623526,0.5933396358960317,4.6841889874839975,0.6106354841525956
Plate01_2012-06-11_950,gi-795,0.8043462375701219,-2.055094721307841,-1.2243468040514065,0.4586779536784428,-0.6722169911169534
Plate01_2012-06-11_951,gi-795,9.47428649713836,-2.1714454884416168,0.2699325299043883,1.3771980016669998,-0.4024586886567205
Plate01_2012-06-11_952,gi-795,-8.427410542495817,1.8380959725451007,3.6220895627805687,-6.634513548925066,-0.5464146932205861
Plate01_2012-06-11_953,gi-795,-5.259945605296453,-6.833509397989294,1.3904407690619325,3.0703280737035583,0.3958402924410029
Plate01_2012-06-11_954,gi-795,-4.3993628303539785,-4.474685031723059,-1.63251821439845,4.178329015326686,-3.4969782103026827
Plate01_2012-06-11_955,gi-795,1.5963888417837793,1.2048860449870546,-1.7318679838781892,3.640840998383166,-4.166839077578399
Plate01_2012-06-11_956,gi-795,-9.779147193901787,1.1420209317158363,-4.370016446758074,1.9648567508282921,0.05778567230931408
Plate01_2012-06-11_1090,gi-795,3.8188582028182996,-3.1039713987353714,0.6755523334475217,2.687722180339378,-2.266975851399523
Plate01_2012-06-11_1091,gi-795,-1.3128769684045565,-6.753911693577582,2.8826747187200823,2.132938476691121,-0.03250663961164621
Plate01_2012-06-11_1092,gi-795,0.4672637733855223,-0.4372423245478503,-0.7015067152260814,5.152579701321061,-4.042988670692249
Plate01_2012-06-11_1093,gi-795,-4.909005294850696,2.4385845901590764,-0.551257898159764,2.4249146200570517,-3.4690329408402305
Plate01_2012-06-11_1094,gi-795,-9.14047526780211,-7.924478367891539,3.3154034509361727,1.2086243948132822,0.8876480013275418
Plate01_2012-06-11_1095,gi-795,4.228036995753959,-4.261305824012223,-2.6155510441888703,4.745449605646469,-2.7127844298345734
Plate01_2012-06-11_1096,gi-795,0.4157682464268129,-6.27542966589338,0.5080918278044345,0.4991376425814111,-0.62427204553985
Plate01_2012-06-11_1097,gi-795,-2.6707389764443596,0.5585568999804389,-0.39963998634297865,-5.550000715502479,2.2050340075798904
Plate01_2012-06-11_1098,gi-795,1.3631896520848457,-9.817527082880355,3.908710365312012,2.3455683188833008,-0.6234115536347082
Plate01_2012-06-11_1099,gi-795,-4.190995153975774,-0.4101920963441253,6.4426160529718635,-5.264953572357541,-0.8138957618157135
Plate01_2012-06-11_1100,gi-795,-2.989310658037589,-5.888697070159313,3.5125865609996336,1.451140775579545,-0.1090966883259868
Plate01_2012-06-11_1101,gi-795,-6.8664305858762855,5.7491559164075365,3.957430085215975,2.2803164786278862,2.098078022190501
Plate01_2012-06-11_1103,gi-795,5.948384316739571,-2.4295546680329867,-0.020960050197514245,-3.5748726010697363,0.2962258170100418
Plate01_2012-06-11_1104,gi-795,-4.011188389235119,-1.8500354062987647,1.0672749002908242,-0.4731233621327151,-0.4010491748439196
Plate01_2012-06-11_1105,gi-795,-1.9579351249418544,-9.967956800957142,3.910148697038617,0.9170483879949226,3.3969357311893407
Plate01_2012-06-11_1106,gi-795,-3.6689636762836098,-3.266654324106583,2.9316559802911195,0.3118587296569797,-1.1271608783386242
Plate01_2012-06-11_1107,gi-795,-2.165563093128535,-9.593441214204967,-0.509943955420945,5.057579278980172,3.6720920876411913
Plate01_2012-06-11_1108,gi-795,-4.549748524754911,-0.08781015284276708,3.8856976552891616,-4.500219606808666,-1.320382357200703
Plate01_2012-06-11_1109,gi-795,-3.0195894409877515,-2.93488998391556,2.5041359058160566,1.3081671962623589,-3.337692661058432
Plate01_2012-06-11_1110,gi-795,-7.333145535122004,2.3779772476959744,4.26119169731606,-4.1760077125278245,0.5889275751348746
Plate01_2012-06-11_3204,gi-795,-1.7581795553281248,-1.05097575090582,3.843255834779864,4.200431749298607,3.334828177709161
Plate01_2012-06-11_3205,gi-795,8.521871958315309,1.4480205259095509,-1.284641735534064,0.6712549347430524,1.335515123441845
Plate01_2012-06-11_3206,gi-795,4.600539422364675,-2.4085734220567034,2.4700219949510367,1.4630991488813359,-1.281723999602122
Plate01_2012-06-11_3207,gi-795,-5.5233824283661175,-1.9960473762360849,-2.576784004628544,2.99802474001141,-1.9740487523893484
Plate01_2012-06-11_3208,gi-795,-2.8788829615080638,-6.117745309352993,2.127989637291492,2.3799932791643736,-1.0180464641791915
Plate01_2012-06-11_3209,gi-795,-3.3061393421949283,7.46930557828435,0.013060107470008036,3.7780266862929808,-1.170162053744157
Plate01_2012-06-11_3210,gi-795,-10.191834838980247,12.047425525366334,-6.4890287782996925,4.553671453894193,4.280244061403332
Plate01_2012-06-11_3211,gi-795,-2.2925047280812607,-11.176942276386619,0.044588598470462336,3.378830388205848,0.8864653475611474
Plate01_2012-06-11_3212,gi-795,-7.001088223151897,-5.185235110203814,2.9571249874737484,1.465674669526481,0.27411501989265163
Plate01_2012-06-11_3213,gi-795,14.713061983540776,-5.866749191951787,0.5960551304359514,4.481522969240282,0.7736864670059378
Plate01_2012-06-11_3214,gi-795,-3.435145609582367,-1.1787905604438709,2.3298903141580007,-2.9914459605775083,-2.622564518728841
Plate01_2012-06-11_3215,gi-795,2.3739448863087693,-3.775824955660116,0.5125068636177982,-3.3051922652736474,-1.7964803527010218
Plate01_2012-06-11_3216,gi-795,-7.548318456931435,12.290707334529381,-2.3415950356302413,2.76603929573149,-0.5699055051155463
Plate01_2012-06-11_3217,gi-795,5.7704006656385785,4.3234770179184245,-1.0856934508849059,0.16139383753184025,-3.4516407441266836
Plate01_2012-06-11_3218,gi-795,22.41616630351232,8.909236770039591,-6.422423829311423,-0.08755866460239373,-3.3809540984637723
Plate01_2012-06-11_3219,gi-795,-8.786235031673082,-6.027838297129916,2.8277993020332954,0.9230290732709135,-0.014428530468554725
Plate01_2012-06-11_3220,gi-795,-4.5613595149908095,3.2130876176924485,-4.312723371430837,5.275421655307481,-2.1019552554489245
Plate01_2012-06-11_3221,gi-795,9.379065587953816,1.4867926266228864,2.9974012555416376,0.6067778487710541,-5.324559968016246
Plate01_2012-06-11_3222,gi-795,3.644912228795092,-2.9033516061437274,-1.023925856028971,-1.4808816703391454,1.7170602439444995
Plate01_2012-06-11_3223,gi-795,-6.718824040499765,-5.202672486101085,3.6129633811757618,1.6780033426829275,1.0071993720878345
Plate01_2012-06-11_3224,gi-795,-1.3702207667217887,1.110223133854698,-6.079215874684384,3.8157436396851896,2.2202680180448784
Plate01_2012-06-11_3225,gi-795,-7.564693546398018,-0.015531937619076047,-0.14244759573589375,5.580215949095267,-0.876226648748782
Plate01_2012-06-11_3226,gi-795,7.503262041279802,0.3802027224676002,2.53197784161918,-0.9584181875601554,-5.4073418856513085
Plate01_2012-06-11_3227,gi-795,0.4503244975341329,-0.879212425152645,-1.1274296519250058,5.808878826144388,-2.340795741369945
Plate01_2012-06-11_3228,gi-795,-1.5878629363110093,-0.2108092997515036,-5.2279274473500585,-4.766768475943672,1.4408823932479389
Plate01_2012-06-11_3229,gi-795,-8.19231377556485,-3.5358501507524887,-12.786059067506569,7.597107405878968,3.390353121975542
Plate01_2012-06-11_3230,gi-795,-11.30708342997482,4.909568032000183,5.3718207319195255,2.049058675169785,3.3264461481645125
Plate01_2012-06-11_3231,gi-795,-9.009214595506082,-7.863279821832715,7.5988268829945875,-1.1467536293245886,2.378150557311725
Plate01_2012-06-11_3232,gi-795,-6.845412529643467,-5.113347947012903,5.353369322183651,-0.17813347559704865,2.4938443968335977
Plate01_2012-06-11_3233,gi-795,-0.5192637090246713,-6.924815920497284,0.7131892278225883,0.5085211111982327,-1.039923494377367
Plate01_2012-06-11_3234,gi-795,-1.4091721695566513,-0.11776686233871544,0.7793950205100901,1.5506762837073482,-1.1210123429219527
Plate01_2012-06-11_3235,gi-795,4.451801958366417,1.2572237886188398,0.10499355158592252,1.7612956014614365,-1.4732415228530815
Plate01_2012-06-11_3236,gi-795,1.5410825659973006,2.729136498646249,-2.707005715132963,3.9837416281364613,-2.9342435028603977
Plate01_2012-06-11_3237,gi-795,3.1200044328121668,-2.194263884817961,0.316906545315529,2.6161619762332795,-2.050917438475018
Plate01_2012-06-11_3238,gi-795,-0.9051144553418656,2.30977450981498,4.420147866974987,-4.8504684555789,-0.933921064267718
Plate01_2012-06-11_3239,gi-795,1.165372388069014,-3.018860830552238,-2.06396188354732,5.722175334464271,-3.4796287867068383
Plate01_2012-06-11_3240,gi-795,-2.8383217014733613,6.619449186748135,3.158509819406469,-2.2156206912166496,2.438142969668084
Plate01_2012-06-11_8706,gi-1003,-5.576400032329795,-2.4768387765692856,6.915699196601483,1.4504867971810969,0.8966940953094669
Plate01_2012-06-11_8707,gi-1003,6.197994008391267,0.40408424418976535,3.051225085113055,1.6576577411861082,-1.1276310131315344
Plate01_2012-06-11_8708,gi-1003,-3.5178397628885354,3.3741541141875726,1.5239469351387018,1.5897742890938138,-1.2421340725857528
Plate01_2012-06-11_8709,gi-1003,8.059268375868374,-5.100900309958846,6.100477834594988,-0.2262564138216281,-2.261275946480815
Plate01_2012-06-11_8710,gi-1003,1.9589940243104955,4.875012994259649,2.342827749244834,3.2451085804905158,-0.9431949327985087
Plate01_2012-06-11_8711,gi-1003,8.713153982021598,0.08249042027149653,3.6637514082399516,-1.8827606784454365,-0.5012329146223902
Plate01_2012-06-11_8713,gi-1003,-0.2655887724375741,-4.64159424566283,0.5461871597781102,0.028775454884737005,-4.901997339018777
Plate01_2012-06-11_8714,gi-1003,-6.170165025161056,2.5831793846030147,-6.321040928263872,-4.9821738194308365,1.7957562213042686
Plate01_2012-06-11_8715,gi-1003,-1.8781689244125828,-0.8749302950068275,-0.007506144971011484,1.9460422523441925,-2.522779031247064
Plate01_2012-06-11_8716,gi-1003,3.8687089865619626,-4.68804538039126,3.4228339381038206,-1.0838819788402647,2.434634942877121
Plate01_2012-06-11_8717,gi-1003,-5.478834035210714,-5.976057052956837,4.056030459820303,0.7181932300753163,0.5969440315770518
Plate01_2012-06-11_8718,gi-1003,-1.950697648572972,2.648590801573832,4.7129517335248,-0.9752070116235574,-4.150337822562338
Plate01_2012-06-11_8719,gi-1003,-11.149178197353002,-3.2365291703554275,1.3256400321164008,0.15369950681096275,2.7038137251408587
Plate01_2012-06-11_8989,gi-1003,-1.4373105651065987,-1.7062858677151076,6.927179302628455,-4.6280086600408366,-0.6401667620348497
Plate01_2012-06-11_8990,gi-1003,11.114728182816737,-4.172139093853602,0.5343561001311788,0.8603727732569856,-0.901379897011214
Plate01_2012-06-11_8991,gi-1003,-1.4067738418192062,16.683774014545456,4.57694052678012,-0.9107386169189016,1.076805070208154
Plate01_2012-06-11_8993,gi-1003,-3.5718965317792906,2.3807702713605248,-19.466883990078266,0.9799595725032914,1.1334538631657742
Plate01_2012-06-11_8994,gi-1003,-3.732651599392308,-5.524087182709167,1.371829646198017,-0.4472555606648101,-1.7930060281360385
Plate01_2012-06-11_8995,gi-1003,17.297836564122914,-1.6318196285850253,-4.467143954960738,3.8688431365034517,6.13208615982092
Plate01_2012-06-11_8996,gi-1003,15.86977632156274,-8.849941230419757,-6.069585695352836,-4.774236534637315,5.990400951822728
Plate01_2012-06-11_8997,gi-1003,0.2371875926530233,-1.1788253843815348,-10.03740599434992,-3.5224378543744237,0.6338407589287064
Plate01_2012-06-11_8998,gi-1003,3.459352802801465,-2.9244694985235222,-10.576139242855756,-3.4243895395115564,0.8707382359264393
Plate01_2012-06-11_8999,gi-1003,-2.6166461754798847,-2.1372576751499053,2.775196302484132,4.5929503330499335,-1.0249206847729808
Plate01_2012-06-11_9000,gi-1003,2.466977657856205,12.13195851525866,4.887971239199065,-3.630060548721096,0.04451338018718898
Plate01_2012-06-11_9001,gi-1003,2.3684214182078365,1.9636141446371167,5.59641230082542,0.6300049036825045,0.1510480372083717
Plate01_2012-06-11_9249,gi-1003,-7.08264238575181,1.3650091485543012,7.385406802286996,-9.318632255354233,1.5946272969885806
Plate01_2012-06-11_9250,gi-1003,19.932898540994753,-1.0618929900769971,-0.2764942786935949,-1.2656377779682009,1.7934892423170734
Plate01_2012-06-11_9251,gi-1003,12.996529099245455,1.6479083458962678,0.3642996785608471,1.0038358056038177,-0.069541518665416
Plate01_2012-06-11_9252,gi-1003,6.472131796965589,-3.4159680171454987,1.0916806583525562,2.913602590803168,0.5371770987631324
Plate01_2012-06-11_9253,gi-1003,-1.0236506749227496,-11.453284242831225,1.0903695160646638,1.7068258685677566,2.302167465162204
Plate01_2012-06-11_9254,gi-1003,1.2978714300819796,-1.8152533994922488,0.5976487091154328,1.8078264746099888,-4.237228444495002
Plate01_2012-06-11_9255,gi-1003,3.5304838706912984,8.639606035660531,-0.26938628311192764,-2.740011961535216,-4.680109702033168
Plate01_2012-06-11_9256,gi-1003,5.903933509768852,3.306275883097636,3.2423097906995118,-0.18199283610889733,-4.792232324303817
Plate01_2012-06-11_9257,gi-1003,-8.031539263462987,-3.981068801618978,2.1831406182084434,3.5474460456722063,0.1252067083585464
Plate01_2012-06-11_9258,gi-1003,0.3764572039379071,-2.4254154765556675,2.1543330319840917,0.4896075291997163,-0.22292204047056624
Plate01_2012-06-11_9259,gi-1003,4.4240048688250235,0.6013225364851901,0.17764781296733542,1.936563491158975,-2.777270987213436
Plate01_2012-06-11_9521,gi-1016,-1.117732666706414,1.3275692467435845,-18.40629813915281,0.5530114191295097,1.9699543146106249
Plate01_2012-06-11_9522,gi-1016,9.283641885018664,-0.2476533895273249,-0.2657497785267004,-0.4185421517311485,-2.0412546068155537
Plate01_2012-06-11_9523,gi-1016,14.245893009237394,-0.5651797373554653,0.15386123429151774,0.7761843903209554,2.1378867084952318
Plate01_2012-06-11_9524,gi-1016,-7.574202906308999,-6.343467231928764,0.4947814631707643,-3.3105508370024617,5.0294521766659885
Plate01_2012-06-11_9525,gi-1016,3.4375973817466567,-4.290775768665501,5.975979524468831,-1.1158581558535292,5.8242545580244025
Plate01_2012-06-11_9730,gi-1016,6.472539769290861,-5.2300999018142615,-6.812007093445691,-4.789033414622709,0.6070822285736052
Plate01_2012-06-11_9731,gi-1016,18.322799906069765,-4.2216075206543175,-7.039892707869692,0.5715953961479714,15.127678050670864
Plate01_2012-06-11_9732,gi-1016,2.680218110266908,7.081999770546483,-1.1475827829450211,-2.6140978180016927,3.2164491801846484
Plate01_2012-06-11_9733,gi-1016,4.659395506757014,-1.9732863217748355,3.8331754389069874,-0.27381923534973623,5.032491206070749
Plate01_2012-06-11_9734,gi-1016,5.534020594386929,5.276950339995545,2.2680578873543777,-2.8916342936174844,3.480883272434024
