sample_id,group_id,FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30,FC31,FC32,FC33,FC34,FC35,FC36,FC37,FC38,FC39,FC40,FC41,FC42,FC43,FC44,FC45,FC46,FC47,FC48,FC49,FC50,FC51,FC52,FC53,FC54,FC55,FC56,FC57,FC58,FC59,FC60,FC61,FC62,FC63,FC64,FC65,FC66,FC67,FC68,FC69,FC70,FC71,FC72,FC73,FC74,FC75,FC76,FC77,FC78,FC79,FC80,FC81,FC82,FC83,FC84,FC85,FC86,FC87,FC88,FC89,FC90,FC91,FC92,FC93,FC94,FC95,FC96,FC97,FC98,FC99,FC100,FC101,FC102,FC103,FC104,FC105,FC106,FC107,FC108,FC109,FC110,FC111,FC112,FC113,FC114,FC115,FC116,FC117,FC118,FC119,FC120,FC121,FC122,FC123,FC124,FC125,FC126,FC127,FC128,FC129,FC130,FC131,FC132,FC133,FC134,FC135,FC136,FC137,FC138,FC139,FC140,FC141,FC142,FC143,FC144,FC145,FC146,FC147,FC148,FC149,FC150,FC151,FC152,FC153,FC154,FC155,FC156,FC157,FC158,FC159,FC160,FC161,FC162,FC163,FC164,FC165,FC166,FC167,FC168,FC169,FC170,FC171,FC172,FC173,FC174,FC175,FC176,FC177,FC178,FC179,FC180,FC181,FC182,FC183,FC184,FC185,FC186,FC187,FC188,FC189,FC190,FC191,FC192,FC193,FC194,FC195,FC196,FC197,FC198,FC199,FC200,FC201,FC202,FC203,FC204,FC205,FC206,FC207,FC208,FC209,FC210,FC211,FC212,FC213,FC214,FC215,FC216,FC217,FC218,FC219,FC220,FC221,FC222,FC223,FC224,FC225,FC226,FC227,FC228,FC229,FC230,FC231,FC232,FC233,FC234,FC235,FC236,FC237,FC238,FC239,FC240,FC241,FC242,FC243,FC244,FC245,FC246,FC247,FC248,FC249,FC250,FC251,FC252,FC253,FC254,FC255,FC256,FC257,FC258,FC259,FC260,FC261,FC262,FC263,FC264,FC265,FC266,FC267,FC268,FC269,FC270,FC271,FC272,FC273,FC274,FC275,FC276,FC277,FC278,FC279,FC280,FC281,FC282,FC283,FC284,FC285,FC286,FC287,FC288,FC289,FC290,FC291,FC292,FC293,FC294,FC295,FC296,FC297,FC298,FC299,FC300,FC301,FC302,FC303,FC304,FC305,FC306,FC307,FC308,FC309,FC310,FC311,FC312,FC313,FC314,FC315,FC316,FC317,FC318,FC319,FC320,FC321,FC322,FC323,FC324,FC325,FC326,FC327,FC328,FC329,FC330,FC331,FC332,FC333,FC334,FC335,FC336,FC337,FC338,FC339,FC340,FC341,FC342,FC343,FC344,FC345,FC346,FC347,FC348,FC349,FC350,FC351,FC352,FC353,FC354,FC355,FC356,FC357,FC358,FC359,FC360,FC361,FC362,FC363,FC364,FC365,FC366,FC367,FC368,FC369,FC370,FC371,FC372,FC373,FC374,FC375,FC376,FC377,FC378,FC379,FC380,FC381,FC382,FC383,FC384,FC385,FC386,FC387,FC388,FC389,FC390,FC391,FC392,FC393,FC394,FC395,FC396,FC397,FC398,FC399,FC400,FC401,FC402,FC403,FC404,FC405,FC406,FC407,FC408,FC409,FC410,FC411,FC412,FC413,FC414,FC415,FC416,FC417,FC418,FC419,FC420,FC421,FC422,FC423,FC424,FC425,FC426,FC427,FC428,FC429,FC430,FC431,FC432,FC433,FC434,FC435,FC436,FC437,FC438,FC439,FC440,FC441,FC442,FC443,FC444,FC445,FC446,FC447,FC448,FC449,FC450,FC451,FC452,FC453,FC454,FC455,FC456,FC457,FC458,FC459,FC460,FC461,FC462,FC463,FC464,FC465,FC466,FC467,FC468,FC469,FC470,FC471,FC472,FC473,FC474,FC475,FC476,FC477,FC478,FC479,FC480,FC481,FC482,FC483,FC484,FC485,FC486,FC487,FC488,FC489,FC490,FC491,FC492,FC493,FC494,FC495,FC496,FC497,FC498,FC499,FC500,FC501,FC502,FC503,FC504,FC505,FC506,FC507,FC508,FC509,FC510,FC511,FC512,FC513,FC514,FC515,FC516,FC517,FC518,FC519,FC520,FC521,FC522,FC523,FC524,FC525,FC526,FC527,FC528,FC529,FC530,FC531,FC532,FC533,FC534,FC535,FC536,FC537,FC538,FC539,FC540,FC541,FC542,FC543,FC544,FC545,FC546,FC547,FC548,FC549,FC550,FC551,FC552,FC553,FC554,FC555,FC556,FC557,FC558,FC559,FC560,FC561,FC562,FC563,FC564,FC565,FC566,FC567,FC568,FC569,FC570,FC571,FC572,FC573,FC574,FC575,FC576,FC577,FC578,FC579,FC580,FC581,FC582,FC583,FC584,FC585,FC586,FC587,FC588,FC589,FC590,FC591,FC592,FC593,FC594,FC595,FC596,FC597,FC598,FC599,FC600,FC601,FC602,FC603,FC604,FC605,FC606,FC607,FC608,FC609,FC610,FC611,FC612,FC613,FC614,FC615,FC616,FC617,FC618,FC619,FC620,FC621,FC622,FC623,FC624,FC625,FC626,FC627,FC628,FC629,FC630,FC631,FC632,FC633,FC634,FC635,FC636,FC637,FC638,FC639,FC640,FC641,FC642,FC643,FC644,FC645,FC646,FC647,FC648,FC649,FC650,FC651,FC652,FC653,FC654,FC655,FC656,FC657,FC658,FC659,FC660,FC661,FC662,FC663,FC664,FC665,FC666,FC667,FC668,FC669,FC670,FC671,FC672,FC673,FC674,FC675,FC676,FC677,FC678,FC679,FC680,FC681,FC682,FC683,FC684,FC685,FC686,FC687,FC688,FC689,FC690,FC691,FC692,FC693,FC694,FC695,FC696,FC697,FC698,FC699,FC700,FC701,FC702,FC703,FC704,FC705,FC706,FC707,FC708,FC709,FC710,FC711,FC712,FC713,FC714,FC715,FC716,FC717,FC718,FC719,FC720,FC721,FC722,FC723,FC724,FC725,FC726,FC727,FC728,FC729,FC730,FC731,FC732,FC733,FC734,FC735,FC736,FC737,FC738,FC739,FC740,FC741,FC742,FC743,FC744,FC745,FC746,FC747,FC748,FC749,FC750,FC751,FC752,FC753,FC754,FC755,FC756,FC757,FC758,FC759,FC760,FC761,FC762,FC763,FC764,FC765,FC766,FC767,FC768,FC769,FC770,FC771,FC772,FC773,FC774,FC775,FC776,FC777,FC778,FC779,FC780,FC781,FC782,FC783,FC784,FC785,FC786,FC787,FC788,FC789,FC790,FC791,FC792,FC793,FC794,FC795,FC796,FC797,FC798,FC799,FC800,FC801,FC802,FC803,FC804,FC805,FC806,FC807,FC808,FC809,FC810,FC811,FC812,FC813,FC814,FC815,FC816,FC817,FC818,FC819,FC820,FC821,FC822,FC823,FC824,FC825,FC826,FC827,FC828,FC829,FC830,FC831,FC832,FC833,FC834,FC835,FC836,FC837,FC838,FC839,FC840,FC841,FC842,FC843,FC844,FC845,FC846,FC847,FC848,FC849,FC850,FC851,FC852,FC853,FC854,FC855,FC856,FC857,FC858,FC859,FC860,FC861,FC862,FC863,FC864,FC865,FC866,FC867,FC868,FC869,FC870,FC871,FC872,FC873,FC874,FC875,FC876,FC877,FC878,FC879,FC880,FC881,FC882,FC883,FC884,FC885,FC886,FC887,FC888,FC889,FC890,FC891,FC892,FC893,FC894,FC895,FC896,FC897,FC898,FC899,FC900,FC901,FC902,FC903,FC904,FC905,FC906,FC907,FC908,FC909,FC910,FC911,FC912,FC913,FC914,FC915,FC916,FC917,FC918,FC919,FC920,FC921,FC922,FC923,FC924,FC925,FC926,FC927,FC928,FC929,FC930,FC931,FC932,FC933,FC934,FC935,FC936,FC937,FC938,FC939,FC940,FC941,FC942,FC943,FC944,FC945,FC946,FC947,FC948,FC949,FC950,FC951,FC952,FC953,FC954,FC955,FC956,FC957,FC958,FC959,FC960,FC961,FC962,FC963,FC964,FC965,FC966,FC967,FC968,FC969,FC970,FC971,FC972,FC973,FC974,FC975,FC976,FC977,FC978,FC979,FC980,FC981,FC982,FC983,FC984,FC985,FC986,FC987,FC988,FC989,FC990,FC991,FC992,FC993,FC994,FC995,FC996,FC997,FC998,FC999,FC1000,FC1001,FC1002,FC1003,FC1004,FC1005,FC1006,FC1007,FC1008,FC1009,FC1010,FC1011,FC1012,FC1013,FC1014,FC1015,FC1016,FC1017,FC1018,FC1019,FC1020,FC1021,FC1022,FC1023,FC1024
Plate01_2012-06-11_88,gi-765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.465339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2552397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4578909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4414767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.537732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.936401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.586323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.48767,0.0,0.0,0.0,0.0,0.0,0.0,1.6428999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5959211,0.0,0.0,0.0,0.0,0.0,0.0,0.9631883,0.0,0.0,0.0,0.0,0.0,14.789995,0.0,0.0,0.0,0.0,0.0,2.0919192,0.0,1.6355158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.193756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.596931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3592625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.044993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1978831,0.0,0.0,0.0,0.0,0.0,0.86970866,0.0,0.0,0.0,0.0,0.0,0.0,0.27098817,0.0,4.406862,5.6117735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.497167,4.0349345,4.60338,0.0,0.113902405,0.0,0.85045254,0.0,0.0,1.117907,0.34949675,0.0,0.0,2.529731,0.0,0.0,0.0,0.12898183,0.29790285,0.0,0.0,0.23321176,2.7251391,0.0,2.956844,0.0,0.0,0.0,0.0,1.7505962,0.6692421,0.0,0.88738936,0.0,2.5937471,0.38756293,0.0,0.0,0.0,4.1831684,0.0,0.07853363,0.0,0.0,0.36801615,0.17826295,0.0,1.8654432,0.0,2.5103545,0.2705378,0.0,0.0,0.18673852,5.714461,0.0,0.0,3.6888676,0.0,0.0,0.6267692,0.0,0.0,0.0,0.0,2.3289454,2.127685,0.0,0.0,0.0,1.6976438,0.0,0.0,0.0,1.7278037,0.6706893,0.0,0.0,0.0,0.0,0.32090464,0.0,0.0,0.0,1.0474157,0.0,0.0,0.0,0.0,1.3567028,0.17226842,0.0,0.0,0.0,0.0,0.0,2.8188047,2.225938,0.0,1.7155954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1130342,0.0,0.75118387,0.0,2.2794874,0.0,0.0,0.4353375,0.0,0.0,0.0,0.8195751,0.25044534,1.0554067,0.0,0.0,0.0,0.0,0.0,3.100363,0.30073917,3.2366095,4.4655833,0.0,0.0,0.0,0.0,0.0,1.0672995,0.0,0.63611263,0.0,0.35224694,0.0,0.0,0.0,0.7801297,0.0,0.0,0.0,0.0,0.21240735,0.69377804,3.6363068,1.1659998,0.0,0.0,0.0,0.0,0.74008465,0.0,0.0,0.0,0.0,0.9743759,0.0,0.0,0.0,2.1132653,3.007403,0.0,2.2364078,1.2516509,0.0,0.0,0.0,1.0684482,0.0,2.2327728,3.4599147,0.0,0.0,0.0,0.0,1.1511157,0.0,1.2224457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8176855,0.0,0.0,0.0,0.7041959,1.3852841,0.0,0.0,0.0,0.0,0.0,0.0,1.8660504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441621,0.0,0.0,0.0,0.0,0.0,0.0,3.5856092,0.2427946,0.0,0.0,0.0,1.1299868,0.0,0.0,0.0,0.0,0.0,0.5630764,0.77530956,1.1524919,2.0330179,0.0,2.4584546,2.4588199,2.9570649,0.0,0.0,2.6027305,0.24925467,0.0,0.0,2.418759,0.0,0.6020779,0.8010195,0.0,0.0,0.19284594,3.1029012,2.222083,1.0781957,2.8964777,2.8077805,0.0,0.0,1.9088886,1.167848,0.0,0.0,0.0,2.6949477,0.0,0.0,3.9887064,0.0,0.6954584,0.0,0.41932923,1.4451638,0.0,0.0,0.0,0.0,0.0,0.36237505,0.0,0.063813195,0.0,0.0,0.0,0.0,0.22843347,1.9563051,0.04519041,0.0,0.0,0.0,1.5735092,0.0,0.41589233,0.0,1.1533581,0.0,0.0,0.0,1.9880393,0.0,1.6053922,0.007272497,0.0,0.0,1.6846244,0.16918649,0.0,0.0,0.0,1.3666556,0.0,0.693251,0.0,0.0,0.0,0.0,1.7788734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0761533,0.0,1.7176802,0.0,3.5190866,0.0,0.2715742,0.7337282,0.0,4.098708,0.0,0.0,3.6698189,0.10641895,0.0,0.6256505,0.11306436,0.27861607,0.0,0.0,0.7108554,2.977521,5.4561577,0.3718742,0.0,0.0,0.0,4.390839,0.0,0.0,1.8564652,0.0,3.235102,0.0,0.34882975,3.268125,1.2007457,0.0,0.0,0.27648816,2.3612604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78691727,0.0,0.0,0.53839445,1.2791536,0.0,0.0,0.0,2.3063912,0.3142067,0.0,0.0,0.0,2.1454012,3.8902874,0.33744594,0.0,0.32165894,0.0,0.0,0.0,2.083583,0.0,1.0407141,0.0,0.0,0.0,2.4158747,0.0,0.0,0.25546485,0.0,2.067486,0.0,0.0,0.0,0.0,2.2511783,4.306031,0.0,0.01051574,0.0,0.0,1.4561442,1.3683321,0.0,0.0,0.0,1.6901964,0.0,0.0,3.431886,0.0,0.9473776,2.707187,0.0,0.0,0.0,1.8891591,3.1547787,0.0,3.1124516,0.0,0.26382875,1.7363317,1.7156243,2.4592967,0.0,0.211903,0.0,0.0,1.9335731,0.0,0.0,0.0,0.0,0.0,0.248725,2.2258012,0.0,0.0,0.0,0.0,0.0,0.068679936,0.0,0.2559627,0.0,0.0,0.56811863,0.0,1.2405744,4.2363753,0.0,0.0,0.0,2.6732135,1.8152639,1.4141966,0.4319224,0.072468355,0.0,1.973887,0.7658388,4.575015,0.0,0.93220305,0.0,0.860962,1.1193944,0.35943797,0.0
Plate01_2012-06-11_90,gi-766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.398862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9928207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.429132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.094181,0.0,0.0,6.6002264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5893881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479248,0.0,0.0,0.0,0.0,0.0,11.642425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.509593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7601995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.162315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8133535,0.0,0.0,0.0,1.4911287,4.9466195,0.2719071,0.33614272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060464755,0.0,0.0,0.027664788,0.0,3.5007885,1.4879912,0.4152645,0.0,0.0,0.5432462,0.0,0.0,0.38232836,4.9821777,3.4346054,1.8642763,0.9670606,0.0,3.8689413,0.0,0.0,0.0,0.0,1.0841516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3444934,3.2883334,0.0,0.15239999,0.0,0.0,1.017286,1.0270178,1.1269764,0.20750487,0.0,0.406707,0.0,0.0,0.0,0.0,0.0,0.0,2.544778,0.0,0.24386293,0.0,0.0,0.0,2.88232,0.0,0.0,0.0,2.4122772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1849775,1.3328227,0.0,1.022175,0.0,0.0,0.0,0.0,0.0,3.37898,1.1606206,0.0,0.0,0.0,0.0,0.0,0.0,3.9916842,6.5101666,0.0,0.0,0.0,0.0,0.9260121,0.0,0.0,0.0,0.47776848,0.0,0.26198313,0.0,3.2365284,0.88169265,1.7414018,0.0,0.0,0.0,0.0,0.19440019,1.2845331,1.929713,0.0,2.2594676,0.0,0.0,0.0,0.0,0.26289532,1.4286703,0.0,0.39766088,2.7851934,0.0,0.0,0.0,0.22173658,0.0,0.0,0.36517608,0.0,2.0689368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564006,0.0,0.0,2.4707136,2.663131,0.0,0.0,0.0,0.78981376,0.0,1.2830642,0.0,1.1094193,0.0,2.1937647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2964427,1.337312,0.0,0.0,0.0,0.0,0.0,1.3570287,0.0,0.0,0.0,0.0,0.07387559,0.0,0.0,0.0,2.9023597,0.06779847,0.9274489,0.33777344,1.5480881,0.0,0.0,0.0,0.0,0.0,1.440441,2.5820506,0.0,0.0,0.0,1.8293899,0.23439345,0.0,0.78619725,1.0649278,0.0,0.0,0.0,0.0,0.0,0.0,0.30137733,0.0,2.4522295,0.0,1.5485502,1.9997212,0.0,0.0,0.0,0.0,0.0,0.0,0.90432465,0.0,0.0,0.0,1.4325842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2207692,0.0,0.0,0.0,1.3915043,0.37378016,2.9468699,0.0,0.0,0.9578799,1.5714673,0.0,0.0,0.0,0.31763202,0.0,0.24172577,0.048694875,0.0,0.0,1.2264566,4.0012918,2.5786994,1.404056,0.0,0.0,0.0,0.0,0.7664573,3.311653,2.1638687,0.0,1.699082,0.0,0.0,0.8321594,2.8568501,0.014665968,0.0,2.9523656,1.5244087,0.0,0.0,0.0,0.0,0.0,0.0,1.2795486,2.5385518,0.0,0.0,2.4664447,1.1881715,0.5866662,0.39631343,0.99839455,1.8471698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91459435,0.0,0.0,0.0,0.07671523,0.0,0.0,1.80143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84759474,0.29665333,0.0,0.0,1.7672433,0.0,1.1118962,0.026632965,0.0,0.0,1.4703823,2.1040723,0.0,0.0,0.0,2.043149,0.5324595,0.0,0.0,0.0,0.0,0.8879259,2.977428,0.0,0.0,0.0,0.0,0.55861336,0.0,0.0,0.0,2.7511888,0.0,1.1044035,0.0,0.8427883,0.0,1.0144432,0.0,0.2833501,1.7001971,0.0,1.2434177,0.0,0.0,0.0,0.0,0.3039705,1.8469645,0.0,0.10816999,0.0,3.0730011,3.7401838,0.0,0.0,0.0,0.0,3.1966043,0.0,0.0,0.0,0.0,0.0,0.0,0.056057006,1.5014937,0.0,0.0,0.0,1.4932112,0.18711062,0.0,0.0,0.12560311,0.0,0.0,0.0,0.0,0.0,1.728467,0.0,0.0,1.0556326,2.9514625,0.38651612,0.75940347,0.0,3.2615757,0.0,0.0,0.0,0.0,0.0,1.8720059,0.0,2.5460036,0.0,0.0,0.0,0.0,3.6133485,0.0,0.0,0.0,0.0,0.13882293,2.0982168,0.0,0.0,3.4062326,0.0,0.079964735,0.0,0.0,0.0,0.0,3.6064758,3.1254466,0.0,0.15267108,0.0,0.0,0.0,0.5496475,0.0,0.0,0.0,1.3694117,0.0,0.0,5.5154667,0.0,1.1320536,1.129351,0.0,0.16765542,0.0,1.2531288,0.62797093,0.0,0.6803346,0.0,0.1910847,1.4265022,1.9290403,2.3774173,1.1292999,0.53764427,0.0,0.0,0.73812556,0.0,0.0,0.0,0.0,0.0,0.114194974,0.56092775,0.0,0.0,0.0,0.0,0.0,2.5377383,0.0,0.0,0.0,0.0,0.2612807,0.0,0.0,3.974305,0.0,1.9137975,0.0,3.036849,0.0,0.0,2.4000957,0.2886626,0.0,0.0,0.0,2.3019354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
