sample_id,is_inlier_max_diff,group_id,score,is_inlier_1,is_inlier_5,is_inlier_10,is_inlier_15,is_inlier_20,is_inlier_25,is_inlier_30
Plate01_2012-06-11_1101,True,gi-795,14.699990919078289,True,True,True,True,True,True,False
Plate01_2012-06-11_1103,True,gi-795,13.548366260501975,True,True,True,True,True,True,True
Plate01_2012-06-11_1104,True,gi-795,10.883714894395691,True,True,True,True,True,True,True
Plate01_2012-06-11_1105,True,gi-795,12.886555690180092,True,True,True,True,True,True,True
Plate01_2012-06-11_1106,True,gi-795,10.616375325446565,True,True,True,True,True,True,True
Plate01_2012-06-11_1107,True,gi-795,14.548552400350879,True,True,True,True,True,True,True
Plate01_2012-06-11_1108,True,gi-795,12.243934746069908,True,True,True,True,True,True,True
Plate01_2012-06-11_1109,True,gi-795,11.769915662280262,True,True,True,True,True,True,True
Plate01_2012-06-11_1110,True,gi-795,13.085917025000091,True,True,True,True,True,True,True
Plate01_2012-06-11_3204,True,gi-795,14.839137287663574,True,True,True,True,True,True,False
Plate01_2012-06-11_3205,True,gi-795,14.155311089990336,True,True,True,True,True,True,True
Plate01_2012-06-11_3206,True,gi-795,11.745943428265178,True,True,True,True,True,True,True
Plate01_2012-06-11_3207,True,gi-795,13.336958492399175,True,True,True,True,True,True,True
Plate01_2012-06-11_3208,True,gi-795,11.047196238982394,True,True,True,True,True,True,True
Plate01_2012-06-11_3209,True,gi-795,15.864086328790806,True,True,True,False,False,False,False
Plate01_2012-06-11_3210,True,gi-795,15.48280394565591,True,True,True,True,False,False,False
Plate01_2012-06-11_3211,True,gi-795,12.775682853976466,True,True,True,True,True,True,True
Plate01_2012-06-11_3212,True,gi-795,11.209973489746675,True,True,True,True,True,True,True
Plate01_2012-06-11_3213,True,gi-795,16.75996933647048,True,True,False,False,False,False,False
Plate01_2012-06-11_3214,True,gi-795,12.107675141735811,True,True,True,True,True,True,True
Plate01_2012-06-11_3215,True,gi-795,12.959272553352601,True,True,True,True,True,True,True
Plate01_2012-06-11_3216,True,gi-795,18.862186002939342,True,False,False,False,False,False,False
Plate01_2012-06-11_3217,True,gi-795,11.725241193744964,True,True,True,True,True,True,True
Plate01_2012-06-11_3218,True,gi-795,16.766271593264285,True,True,False,False,False,False,False
Plate01_2012-06-11_3219,True,gi-795,11.841371385840079,True,True,True,True,True,True,True
Plate01_2012-06-11_3220,True,gi-795,15.891639974087775,True,True,True,False,False,False,False
Plate01_2012-06-11_3221,True,gi-795,15.69868981528484,True,True,True,False,False,False,False
Plate01_2012-06-11_3222,True,gi-795,13.102902409099485,True,True,True,True,True,True,True
Plate01_2012-06-11_3223,True,gi-795,11.383130803886855,True,True,True,True,True,True,True
Plate01_2012-06-11_3224,True,gi-795,13.99769031271087,True,True,True,True,True,True,True
Plate01_2012-06-11_3225,True,gi-795,14.11712389457196,True,True,True,True,True,True,True
Plate01_2012-06-11_3226,True,gi-795,14.298436350494596,True,True,True,True,True,True,True
Plate01_2012-06-11_3227,True,gi-795,12.233665490009372,True,True,True,True,True,True,True
Plate01_2012-06-11_3228,True,gi-795,14.375801597961582,True,True,True,True,True,True,True
Plate01_2012-06-11_3229,True,gi-795,18.571471943540338,True,False,False,False,False,False,False
Plate01_2012-06-11_3230,True,gi-795,15.608538523123428,True,True,True,False,False,False,False
Plate01_2012-06-11_3231,True,gi-795,13.406209119207922,True,True,True,True,True,True,True
Plate01_2012-06-11_3232,True,gi-795,11.9983162119595,True,True,True,True,True,True,True
Plate01_2012-06-11_3233,True,gi-795,11.378693084496659,True,True,True,True,True,True,True
Plate01_2012-06-11_3234,True,gi-795,10.55197286682894,True,True,True,True,True,True,True
Plate01_2012-06-11_3235,True,gi-795,11.228942982788913,True,True,True,True,True,True,True
Plate01_2012-06-11_3236,True,gi-795,12.211058520984281,True,True,True,True,True,True,True
Plate01_2012-06-11_3237,True,gi-795,10.868288674571074,True,True,True,True,True,True,True
Plate01_2012-06-11_3238,True,gi-795,12.113283336208662,True,True,True,True,True,True,True
Plate01_2012-06-11_3239,True,gi-795,12.344572622423595,True,True,True,True,True,True,True
Plate01_2012-06-11_3240,True,gi-795,14.661617742703887,True,True,True,True,True,True,False
Plate01_2012-06-11_8706,True,gi-1003,14.166189809296542,True,True,True,True,True,True,True
Plate01_2012-06-11_8707,True,gi-1003,13.35300214143866,True,True,True,True,True,True,True
Plate01_2012-06-11_8708,True,gi-1003,11.965274365988083,True,True,True,True,True,True,True
Plate01_2012-06-11_8709,False,gi-1003,17.6183809316266,True,False,False,False,False,False,False
Plate01_2012-06-11_8710,True,gi-1003,14.685282032285933,True,True,True,True,True,True,False
Plate01_2012-06-11_8711,True,gi-1003,13.916684753946903,True,True,True,True,True,True,True
Plate01_2012-06-11_8713,True,gi-1003,13.830314181834357,True,True,True,True,True,True,True
Plate01_2012-06-11_8714,True,gi-1003,14.630408454501646,True,True,True,True,True,True,False
Plate01_2012-06-11_8715,True,gi-1003,10.808370683127784,True,True,True,True,True,True,True
Plate01_2012-06-11_8716,True,gi-1003,12.870920401134738,True,True,True,True,True,True,True
Plate01_2012-06-11_8717,True,gi-1003,11.12239778421058,True,True,True,True,True,True,True
Plate01_2012-06-11_8718,True,gi-1003,13.266417798939687,True,True,True,True,True,True,True
Plate01_2012-06-11_8719,True,gi-1003,14.382301380087764,True,True,True,True,True,True,True
Plate01_2012-06-11_8989,True,gi-1003,12.934944879293376,True,True,True,True,True,True,True
Plate01_2012-06-11_8990,True,gi-1003,14.238256867995887,True,True,True,True,True,True,True
Plate01_2012-06-11_8991,False,gi-1003,20.073843284316407,True,False,False,False,False,False,False
Plate01_2012-06-11_8993,True,gi-1003,15.363760946554116,True,True,True,True,False,False,False
Plate01_2012-06-11_8994,True,gi-1003,11.707615819736494,True,True,True,True,True,True,True
Plate01_2012-06-11_8995,False,gi-1003,21.520039930827277,False,False,False,False,False,False,False
Plate01_2012-06-11_8996,True,gi-1003,15.097976865079614,True,True,True,True,True,False,False
Plate01_2012-06-11_8997,True,gi-1003,14.230930767313033,True,True,True,True,True,True,True
Plate01_2012-06-11_8998,True,gi-1003,14.303380665194284,True,True,True,True,True,True,True
Plate01_2012-06-11_8999,True,gi-1003,12.746216459862616,True,True,True,True,True,True,True
Plate01_2012-06-11_9000,False,gi-1003,18.75119888908981,True,False,False,False,False,False,False
Plate01_2012-06-11_9001,True,gi-1003,14.55144983473337,True,True,True,True,True,True,True
Plate01_2012-06-11_9249,False,gi-1003,16.644498796417395,True,True,False,False,False,False,False
Plate01_2012-06-11_9250,False,gi-1003,16.44988272033187,True,True,False,False,False,False,False
Plate01_2012-06-11_9251,False,gi-1003,15.971940746971624,True,True,True,False,False,False,False
Plate01_2012-06-11_9252,True,gi-1003,12.997381013694884,True,True,True,True,True,True,True
Plate01_2012-06-11_9253,True,gi-1003,13.019674589504854,True,True,True,True,True,True,True
Plate01_2012-06-11_9254,True,gi-1003,11.62103678033369,True,True,True,True,True,True,True
Plate01_2012-06-11_9255,True,gi-1003,13.629000192697749,True,True,True,True,True,True,True
Plate01_2012-06-11_9256,True,gi-1003,13.783426647830414,True,True,True,True,True,True,True
Plate01_2012-06-11_9257,True,gi-1003,12.16652449158737,True,True,True,True,True,True,True
Plate01_2012-06-11_9258,True,gi-1003,10.431269761384394,True,True,True,True,True,True,True
Plate01_2012-06-11_9259,True,gi-1003,11.047483378525694,True,True,True,True,True,True,True
Plate01_2012-06-11_9521,True,gi-1016,14.795307421048705,True,True,True,True,True,True,False
Plate01_2012-06-11_9522,True,gi-1016,12.46134282653143,True,True,True,True,True,True,True
Plate01_2012-06-11_9523,True,gi-1016,15.808723577649012,True,True,True,False,False,False,False
Plate01_2012-06-11_9524,False,gi-1016,18.13998063110164,True,False,False,False,False,False,False
Plate01_2012-06-11_9525,False,gi-1016,18.416167140959047,True,False,False,False,False,False,False
Plate01_2012-06-11_9730,True,gi-1016,14.924104341780962,True,True,True,True,True,False,False
Plate01_2012-06-11_9731,False,gi-1016,60.68812879792386,False,False,False,False,False,False,False
Plate01_2012-06-11_9732,True,gi-1016,15.734484343331484,True,True,True,False,False,False,False
Plate01_2012-06-11_9733,False,gi-1016,16.503758201331447,True,True,False,False,False,False,False
Plate01_2012-06-11_9734,False,gi-1016,16.340983857057743,True,True,False,False,False,False,False
Plate01_2012-06-11_9736,True,gi-1016,11.20837849655355,True,True,True,True,True,True,True
Plate01_2012-06-11_9914,False,gi-1016,22.491282299257545,False,False,False,False,False,False,False
Plate01_2012-06-11_9915,True,gi-1016,14.159724430208982,True,True,True,True,True,True,True
Plate01_2012-06-11_9916,True,gi-1016,11.849767685474847,True,True,True,True,True,True,True
Plate01_2012-06-11_9917,False,gi-1016,21.58428091346639,False,False,False,False,False,False,False
Plate01_2012-06-11_9586,True,gi-1020,13.822704201928516,True,True,True,True,True,True,True
Plate01_2012-06-11_9587,True,gi-1020,11.663974113579137,True,True,True,True,True,True,True
Plate01_2012-06-11_9588,True,gi-1020,11.00496522530437,True,True,True,True,True,True,True
Plate01_2012-06-11_9589,True,gi-1020,15.253563923603943,True,True,True,True,False,False,False
Plate01_2012-06-11_9590,True,gi-1020,13.135644087968881,True,True,True,True,True,True,True
Plate01_2012-06-11_9591,True,gi-1020,12.813215563556833,True,True,True,True,True,True,True
Plate01_2012-06-11_9592,True,gi-1020,16.370727434763563,True,True,False,False,False,False,False
Plate01_2012-06-11_9593,True,gi-1020,12.358637212451475,True,True,True,True,True,True,True
Plate01_2012-06-11_9594,True,gi-1020,11.828830642463139,True,True,True,True,True,True,True
Plate01_2012-06-11_9595,True,gi-1020,15.343121962249612,True,True,True,True,False,False,False
Plate01_2012-06-11_9596,True,gi-1020,12.740721991975855,True,True,True,True,True,True,True
Plate01_2012-06-11_9597,True,gi-1020,11.732339374791403,True,True,True,True,True,True,True
Plate01_2012-06-11_9598,True,gi-1020,11.096236330373866,True,True,True,True,True,True,True
Plate01_2012-06-11_9599,True,gi-1020,11.28066418537917,True,True,True,True,True,True,True
Plate01_2012-06-11_9600,False,gi-1020,22.464059688321143,False,False,False,False,False,False,False
Plate01_2012-06-11_9601,False,gi-1020,17.91833802643076,True,False,False,False,False,False,False
Plate01_2012-06-11_9602,True,gi-1020,12.784301961885305,True,True,True,True,True,True,True
Plate01_2012-06-11_9603,True,gi-1020,13.423809086318412,True,True,True,True,True,True,True
Plate01_2012-06-11_9604,True,gi-1020,14.551812623340169,True,True,True,True,True,True,False
Plate01_2012-06-11_9766,False,gi-1020,22.910766397691564,False,False,False,False,False,False,False
Plate01_2012-06-11_9767,False,gi-1020,18.078478917742235,True,False,False,False,False,False,False
Plate01_2012-06-11_9768,False,gi-1020,23.398339457239846,False,False,False,False,False,False,False
Plate01_2012-06-11_9769,True,gi-1020,14.87845780239205,True,True,True,True,True,False,False
Plate01_2012-06-11_9770,True,gi-1020,16.09174769109986,True,True,True,False,False,False,False
Plate01_2012-06-11_9771,True,gi-1020,12.26568309302961,True,True,True,True,True,True,True
Plate01_2012-06-11_9772,True,gi-1020,16.281133169740446,True,True,True,False,False,False,False
Plate01_2012-06-11_9773,True,gi-1020,15.963031167547133,True,True,True,False,False,False,False
Plate01_2012-06-11_9774,True,gi-1020,12.165422981362175,True,True,True,True,True,True,True
Plate01_2012-06-11_9775,True,gi-1020,12.519626358677993,True,True,True,True,True,True,True
Plate01_2012-06-11_9776,True,gi-1020,11.551753230758248,True,True,True,True,True,True,True
Plate01_2012-06-11_9777,True,gi-1020,13.560934399534926,True,True,True,True,True,True,True
Plate01_2012-06-11_9778,True,gi-1020,15.125536774714302,True,True,True,True,True,False,False
Plate01_2012-06-11_9779,True,gi-1020,11.62492854394954,True,True,True,True,True,True,True
Plate01_2012-06-11_9780,True,gi-1020,14.28904551889037,True,True,True,True,True,True,True
Plate01_2012-06-11_9956,True,gi-1020,15.683897598718188,True,True,True,False,False,False,False
Plate01_2012-06-11_9957,True,gi-1020,16.1480659712251,True,True,True,False,False,False,False
Plate01_2012-06-11_9958,True,gi-1020,15.29998017775201,True,True,True,True,False,False,False
Plate01_2012-06-11_9959,True,gi-1020,13.782181935711119,True,True,True,True,True,True,True
Plate01_2012-06-11_9960,True,gi-1020,11.050689009815466,True,True,True,True,True,True,True
Plate01_2012-06-11_9961,True,gi-1020,11.627450325345272,True,True,True,True,True,True,True
Plate01_2012-06-11_9962,True,gi-1020,16.718774088582766,True,True,False,False,False,False,False
Plate01_2012-06-11_9963,True,gi-1020,11.816940373776498,True,True,True,True,True,True,True
Plate01_2012-06-11_9964,True,gi-1020,11.890058279778978,True,True,True,True,True,True,True
Plate01_2012-06-11_9965,True,gi-1020,13.532986981064667,True,True,True,True,True,True,True
Plate01_2012-06-11_9966,True,gi-1020,13.309478565361882,True,True,True,True,True,True,True
Plate01_2012-06-11_9968,True,gi-1020,11.340379903072972,True,True,True,True,True,True,True
Plate01_2012-06-11_9969,False,gi-1020,20.638118264419102,False,False,False,False,False,False,False
Plate01_2012-06-11_9970,True,gi-1020,12.29152625263553,True,True,True,True,True,True,True
Plate01_2012-06-11_9971,False,gi-1020,20.127547826993855,True,False,False,False,False,False,False
Plate01_2012-06-11_10301,True,gi-1042,11.89201494435609,True,True,True,True,True,True,True
Plate01_2012-06-11_10302,True,gi-1042,14.781918917992636,True,True,True,True,True,True,False
Plate01_2012-06-11_10303,True,gi-1042,12.244834869916476,True,True,True,True,True,True,True
Plate01_2012-06-11_10304,True,gi-1042,13.394163692425607,True,True,True,True,True,True,True
Plate01_2012-06-11_10305,True,gi-1042,10.987306558129529,True,True,True,True,True,True,True
Plate01_2012-06-11_10306,True,gi-1042,12.291202558079588,True,True,True,True,True,True,True
Plate01_2012-06-11_10307,True,gi-1042,12.28908388844039,True,True,True,True,True,True,True
Plate01_2012-06-11_10308,True,gi-1042,11.455873750965198,True,True,True,True,True,True,True
Plate01_2012-06-11_10309,True,gi-1042,11.669978849652573,True,True,True,True,True,True,True
Plate01_2012-06-11_10310,True,gi-1042,12.845313789512545,True,True,True,True,True,True,True
Plate01_2012-06-11_10311,True,gi-1042,13.997256962726585,True,True,True,True,True,True,True
Plate01_2012-06-11_10312,True,gi-1042,14.216166210735114,True,True,True,True,True,True,True
Plate01_2012-06-11_10313,True,gi-1042,12.973865249608156,True,True,True,True,True,True,True
Plate01_2012-06-11_10314,True,gi-1042,12.11377590818058,True,True,True,True,True,True,True
Plate01_2012-06-11_10315,True,gi-1042,12.653190618337042,True,True,True,True,True,True,True
Plate01_2012-06-11_10316,True,gi-1042,13.047293849270131,True,True,True,True,True,True,True
Plate01_2012-06-11_10317,True,gi-1042,12.030513797714192,True,True,True,True,True,True,True
Plate01_2012-06-11_10318,True,gi-1042,13.507584239993697,True,True,True,True,True,True,True
Plate01_2012-06-11_10511,True,gi-1042,12.096128233625237,True,True,True,True,True,True,True
Plate01_2012-06-11_10512,True,gi-1042,10.743132079441988,True,True,True,True,True,True,True
Plate01_2012-06-11_10513,True,gi-1042,13.608926433460978,True,True,True,True,True,True,True
Plate01_2012-06-11_10514,True,gi-1042,12.40877520178327,True,True,True,True,True,True,True
Plate01_2012-06-11_10515,True,gi-1042,16.345735287936517,True,True,False,False,False,False,False
Plate01_2012-06-11_10516,True,gi-1042,15.527917489844288,True,True,True,True,False,False,False
Plate01_2012-06-11_10517,True,gi-1042,11.538014321721356,True,True,True,True,True,True,True
Plate01_2012-06-11_10518,False,gi-1042,36.342821742327814,False,False,False,False,False,False,False
Plate01_2012-06-11_10519,True,gi-1042,12.07830209106023,True,True,True,True,True,True,True
Plate01_2012-06-11_10520,True,gi-1042,12.027059462954647,True,True,True,True,True,True,True
Plate01_2012-06-11_10521,True,gi-1042,14.260562254294948,True,True,True,True,True,True,True
Plate01_2012-06-11_10522,True,gi-1042,14.089102817619278,True,True,True,True,True,True,True
Plate01_2012-06-11_10523,True,gi-1042,12.834364749195897,True,True,True,True,True,True,True
Plate01_2012-06-11_10524,True,gi-1042,12.52630139066143,True,True,True,True,True,True,True
Plate01_2012-06-11_10525,True,gi-1042,12.725253715759608,True,True,True,True,True,True,True
Plate01_2012-06-11_10526,True,gi-1042,10.511666014992908,True,True,True,True,True,True,True
Plate01_2012-06-11_10527,True,gi-1042,12.101803002108959,True,True,True,True,True,True,True
Plate01_2012-06-11_10528,True,gi-1042,17.03530062945495,True,True,False,False,False,False,False
Plate01_2012-06-11_10529,True,gi-1042,11.23027121056611,True,True,True,True,True,True,True
Plate01_2012-06-11_10530,True,gi-1042,13.406548770790772,True,True,True,True,True,True,True
Plate01_2012-06-11_10531,True,gi-1042,12.569303494930596,True,True,True,True,True,True,True
Plate01_2012-06-11_10532,True,gi-1042,10.801368929946406,True,True,True,True,True,True,True
Plate01_2012-06-11_10533,True,gi-1042,16.07201788195894,True,True,True,False,False,False,False
Plate01_2012-06-11_10535,True,gi-1042,13.93636571732422,True,True,True,True,True,True,True
